    -19.1000   -16.6500   -14.7000   -13.0900   -11.8700   -11.0700  -10.54000
   -10.16000   -9.91000   -9.65000   -9.40400   -9.23300   -9.14600   -9.08700
    -9.01300   -8.91300   -8.77500   -8.56300   -8.29000   -8.03700   -7.79100
    -7.37500   -6.80900   -6.11200   -19.9062   -17.1094   -15.0375   -13.3150
    -12.0106   -11.1731   -10.6056  -10.21625   -9.97563   -9.66875   -9.42181
    -9.23956   -9.15069   -9.09262   -9.02144   -8.92612   -8.78906   -8.58175
    -8.31156   -8.05200   -7.80506   -7.40406   -6.83431   -6.13075   -21.3114
    -17.7826   -15.5136   -13.6513   -12.2657   -11.3218   -10.7140  -10.31451
   -10.01780   -9.67945   -9.44379   -9.25134   -9.15951   -9.10056   -9.03334
    -8.94118   -8.80796   -8.60568   -8.33852   -8.07190   -7.82963   -7.44380
    -6.86908   -6.15752   -23.5167   -19.0863   -16.3037   -14.1920   -12.6377
    -11.5717   -10.8843  -10.41667  -10.09733   -9.74767   -9.48367   -9.27423
    -9.16870   -9.11163   -9.04850   -8.96037   -8.83317   -8.64373   -8.37673
    -8.10780   -7.86097   -7.50110   -6.92900   -6.19863   -24.3179   -20.0001
    -16.8111   -14.5614   -12.8759   -11.7431   -11.0029  -10.50366  -10.17111
    -9.78347   -9.51177   -9.28922   -9.17653   -9.11953   -9.05737   -8.97313
    -8.84948   -8.66675   -8.40394   -8.12992   -7.87957   -7.53521   -6.96572
    -6.22468   -25.2884   -21.1603   -17.4525   -15.0299   -13.1771   -11.9607
    -11.1535   -10.6152  -10.26593   -9.82809   -9.54747   -9.30819   -9.18657
    -9.12957   -9.06852   -8.98931   -8.87012   -8.69576   -8.43852   -8.15781
    -7.90300   -7.57816   -7.01201   -6.25759   -26.0635   -21.6203   -17.9566
    -15.4437   -13.5174   -12.2145   -11.3382   -10.7526  -10.36531   -9.89631
    -9.59086   -9.33303   -9.19778   -9.13829   -9.07977   -9.00575   -8.89048
    -8.72560   -8.47564   -8.18884   -7.93094   -7.62061   -7.06829   -6.29423
    -27.0601   -22.1777   -18.6041   -15.9786   -13.9622   -12.5467   -11.5803
    -10.9328  -10.49482   -9.98640   -9.64772   -9.36569   -9.21242   -9.14955
    -9.09441   -9.02714   -8.91694   -8.76445   -8.52406   -8.22938   -7.96754
    -7.67579   -7.14205   -6.34209   -26.7023   -22.2758   -18.8914   -16.2538
    -14.2300   -12.8289   -11.8665   -11.1786   -10.6667  -10.09606   -9.70682
    -9.40829   -9.23232   -9.16212   -9.10864   -9.04580   -8.94376   -8.79895
    -8.57259   -8.27797   -8.00498   -7.72421   -7.22189   -6.39286   -26.4182
    -22.3299   -19.0781   -16.4351   -14.4086   -13.0210   -12.0640   -11.3491
    -10.7857  -10.17182   -9.74740   -9.43778   -9.24612   -9.17078   -9.11838
    -9.05852   -8.96216   -8.82249   -8.60587   -8.31152   -8.03069   -7.75722
    -7.27682   -6.42777   -26.0886   -22.3948   -19.3021   -16.6526   -14.6229
    -13.2516   -12.3010   -11.5536   -10.9286  -10.26273   -9.79610   -9.47317
    -9.26268   -9.18117   -9.13006   -9.07378   -8.98423   -8.85074   -8.64581
    -8.35178   -8.06153   -7.79683   -7.34273   -6.46965   -26.0913   -22.4555
    -19.3833   -16.7358   -14.7071   -13.3384   -12.3988   -11.6733   -11.0704
   -10.38361   -9.86197   -9.51008   -9.28259   -9.19039   -9.13784   -9.08301
    -8.99762   -8.86901   -8.67185   -8.38443   -8.08917   -7.82272   -7.39035
    -6.50670   -26.1500   -22.5344   -19.4731   -16.8294   -14.8025   -13.4356
    -12.5106   -11.8200   -11.2556  -10.54502   -9.95001   -9.55851   -9.30900
    -9.20232   -9.14756   -9.09438   -9.01413   -8.89175   -8.70432   -8.42626
    -8.12494   -7.85500   -7.45051   -6.55457   -26.2301   -22.6421   -19.5959
    -16.9571   -14.9327   -13.5684   -12.6634   -12.0204   -11.5086   -10.7654
   -10.07022   -9.62462   -9.34507   -9.21859   -9.16084   -9.10990   -9.03667
    -8.92281   -8.74864   -8.48336   -8.17378   -7.89908   -7.53265   -6.61993
    -26.3498   -22.8028   -19.7791   -17.1478   -15.1272   -13.7665   -12.8915
    -12.3195   -11.8862   -11.0944  -10.24969   -9.72333   -9.39891   -9.24290
    -9.18065   -9.13309   -9.07032   -8.96917   -8.81482   -8.56860   -8.24669
    -7.96489   -7.65529   -6.71752   -26.4192   -22.8716   -19.8554   -17.2330
    -15.2186   -13.8643   -12.9905   -12.4343   -12.0200   -11.2938  -10.46726
    -9.82890   -9.45453   -9.26837   -9.19497   -9.14665   -9.08773   -8.99497
    -8.85097   -8.61988   -8.30118   -8.01061   -7.71932   -6.79793   -26.5088
    -22.9474   -19.9381   -17.3295   -15.3255   -13.9815   -13.1008   -12.5515
    -12.1475   -11.5557   -10.8085   -9.99091   -9.53933   -9.30733   -9.21496
    -9.16423   -9.10910   -9.02772   -8.89670   -8.68744   -8.37844   -8.07402
    -7.79865   -6.91504   -26.5748   -23.0033   -19.9990   -17.4005   -15.4042
    -14.0678   -13.1820   -12.6378   -12.2414   -11.7486   -11.0597  -10.11016
    -9.60174   -9.33600   -9.22968   -9.17717   -9.12483   -9.05199   -8.93019
    -8.73692   -8.43502   -8.12045   -7.85676   -7.00079   -26.6432   -23.0627
    -20.0649   -17.4754   -15.4873   -14.1562   -13.2690   -12.7273   -12.3373
    -11.9273   -11.3091  -10.27260   -9.68396   -9.37436   -9.24834   -9.19151
    -9.14123   -9.07591   -8.96429   -8.78712   -8.49588   -8.17259   -7.91627
    -7.09948   -26.6929   -23.1103   -20.1208   -17.5334   -15.5515   -14.2162
    -13.3394   -12.7915   -12.4015   -11.9915   -11.4540  -10.50528   -9.79531
    -9.42775   -9.27153   -9.20435   -9.15307   -9.09024   -8.98735   -8.82056
    -8.54677   -8.22245   -7.95776   -7.19899   -26.7676   -23.1819   -20.2048
    -17.6208   -15.6480   -14.3065   -13.4452   -12.8880   -12.4982   -12.0882
    -11.6724   -10.8547   -9.96254   -9.50794   -9.30655   -9.22374   -9.17085
    -9.11182   -9.02206   -8.87091   -8.62357   -8.29768   -8.01999   -7.34914
    -26.8777   -23.2894   -20.3298   -17.7511   -15.7907   -14.4416   -13.5996
    -13.0308   -12.6409   -12.2306   -11.9793   -11.3582  -10.23104   -9.63743
    -9.36302   -9.25400   -9.19729   -9.14313   -9.07191   -8.94379   -8.73423
    -8.40967   -8.11289   -7.56926   -26.9677   -23.3984   -20.4436   -17.8791
    -15.9141   -14.5745   -13.7088   -13.1544   -12.7645   -12.3494   -12.0840
    -11.6724   -10.6836   -9.86296   -9.46181   -9.29743   -9.22214   -9.16607
    -9.10301   -8.99503   -8.81090   -8.52180   -8.20649   -7.75982   -27.1099
    -23.5556   -20.6079   -18.0667   -16.0968   -14.7691   -13.8836   -13.3372
    -12.9539   -12.5341   -12.2521   -12.0501   -11.3632  -10.28264   -9.65294
    -9.38116   -9.26577   -9.20058   -9.14471   -9.06245   -8.91405   -8.67716
    -8.35158   -8.00169   -27.3148   -23.7482   -20.8092   -18.2985   -16.3329
    -15.0130   -14.1440   -13.5742   -13.2118   -12.7912   -12.5014   -12.2908
    -12.1728   -11.0860  -10.08357   -9.56907   -9.35153   -9.25052   -9.18742
    -9.12419   -9.01501   -8.84127   -8.55497   -8.20095   -27.5861   -24.0561
